filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,"Lat, Lon",Genre (English),Genre (Farsi)
photos4_001.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,Kahrizak Detention Center,بازداشتگاه کهریزک,Tehran,تهران,Iran,ایران,"The photo displays Amir Javadifar, who was murdered while detained at Kahrizak Denetion Center.",عکس امیر جوادیفر را که در بازداشتگاه کهریزک به قتل رسید نشان میدهد.,Police Brutality ,درندگی پلیس,Amir Javadifar,امیر جوادیفر,Amir Javadifar,امیر جوادیفر,still image,"35.399028, 51.37618",color photographs,عکس رنگی‌
photos4_002.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,Kahrizak Detention Center,بازداشتگاه کهریزک,Tehran,تهران,Iran,ایران,"The photo displays from left to right Mohsen Rouholamini, Mohammad Kamrani, and Amir Javadifar, all murdered while detained at Kahrizak Detention Center.",عکس از راست به چپ امیر جوادیفر، محمد کامرانی، و محسن روح الامینی را که هر سه در بازداشتگاه کهریزک به قتل رسیدند نشان میدهد.,Police Brutality ,درندگی پلیس,Amir Javadifar / Mohammad Kamrani / Mohsen Rouholamini,امیر جوادیفر / محمد کامرانی / محسن روح الامینی ,Victims of Kahrizak Detention Center,قربانیان بازداشتگاه کهریزک,still image,"35.399028, 51.37618",color photographs,عکس رنگی‌
photos4_003.jpg,۱۳۸۸/۰۳/۲۵,06/15/2009,2009-06-15,Behesht-e Zahra,بهشت زهرا,Tehran,تهران,Iran,ایران,"The photo displays the grave of Moharram Chegini victim of 2009 election aftermath. Moharram was shot by Basij forces in front of Meghdad Basij Station in Tehran on June 15, 2009.",عکس قبر محرم چگینی قربانی عواقب انتخابات 88 را نشان میدهد. محرم به ضرب گلوله نیروهای بسیج در مقابل پایگاه بسیج مقداد در تهران در ۲۵ خرداد ۸۸ به قتل رسید.,Police Brutality ,درندگی پلیس,Moharram Chegini,محرم چگینی,Grave of Moharram Chegini,قبر محرم چگینی,still image,"35.530371, 51.376331",color photographs,عکس رنگی‌
photos4_004.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,Behesht-e Zahra,بهشت زهرا,Tehran,تهران,Iran,ایران,"The photo displays the grave of Mohsen Rouholamini, who was murdered at Kahrizak Detention Center.",عکس قبر محسن روح الامینی را که در بازداشتگاه کهریزک به قتل رسید نشان میدهد.,Police Brutality ,درندگی پلیس,Mohsen Rouholamini,محسن روح الامینی,Grave of Mohsen Rouholamini,قبر محرم چگینی,still image,"35.530371, 51.376331",color photographs,عکس رنگی‌
photos4_005.jpg,۱۳۸۸/۰۳/۲۵,06/15/2009,2009-06-15,Meghdad Basij Station,پایگاه بسیج مقداد,Tehran,تهران,Iran,ایران,"The photo displays Ali Hassanpour shot by Basij forces of the Meghdad Basij Station near Azadi, Tehran.",عکس علی حسنپور را پس از تیراندازی نیروهای بسیج پایگاه مقداد به وی در نزدیکی آزادی تهران نشان میدهد.,Police Brutality ,درندگی پلیس,Ali Hassanpour,علی حسنپور,Shot by Basij ,کشته شده توسط بسیج,still image,"35.700674, 51.356998",color photographs,عکس رنگی‌
photos4_006.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,,,Tehran,تهران,Iran,ایران,The photo displays some of the victims of the 2009 election aftermath.,عکس چندی از قربانیان اتفاقات پس از انتخابات ۸۸ را نشان میدهد.,Police Brutality ,درندگی پلیس,,,Victims of the 2009 Election Aftermath,قربانیان اتفاقات پس از انتخابات ۸۸,still image,"35.689198, 51.388974",color photographs,عکس رنگی‌
photos4_007.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,,,Tehran,تهران,Iran,ایران,The photo displays a victim of the 2009 election aftermath.,عکس یک قربانی اتفاقات پس از انتخابات ۸۸ را نشان میدهد.,Police Brutality ,درندگی پلیس,,,Victim of the 2009 Election Aftermath,قربانی اتفاقات پس از انتخابات ۸۸,still image,"35.689198, 51.388974",color photographs,عکس رنگی‌
photos4_008.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,Jannat Abad,جنت آباد,Tehran,تهران,Iran,ایران,"The photo displays Mehdi Karami, who was murdered at a demonstration in Jannat Abad, Tehran.",عکس مهدی کرمی را که در تظاهرات در جنت آباد تهران به قتل رسید نشان میدهد.,Police Brutality ,درندگی پلیس,Mehdi Karami ,مهدی کرمی,Mehdi Karami ,مهدی کرمی,still image,"35.747187, 51.302465",color photographs,عکس رنگی‌
photos4_009.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,,,Tehran,تهران,Iran,ایران,The photo displays a victim of the 2009 election aftermath.,عکس یکی از قربانیان اتفاقات پس از انتخابات ۸۸ را نشان میدهد.,Police Brutality ,درندگی پلیس,,,Victim of the 2009 Election Aftermath,قربانی اتفاقات پس از انتخابات ۸۸,still image,"35.689198, 51.388974",color photographs,عکس رنگی‌
photos4_010.jpg,۱۳۸۹/۰۴/۲۶,07/17/2010,2010-07-17,,,Tehran,تهران,Iran,ایران,The photo displays Sohrab Aarabi victim of Green Movement and his mother.,عکس سهراب اعرابی قربانی جنبش سبز را به همزاه مادرش نشان میدهد.,Police Brutality ,درندگی پلیس,Sohrab Aarabi,سهراب اعرابی,Victim of the 2009 Election Aftermath,قربانی اتفاقات پس از انتخابات ۸۸,still image,"35.689198, 51.388974",color photographs,عکس رنگی‌
